id,categories,description
412,Electoral Justice,"Definir con precisión el alcance y las reglas para cada medio impugnativo, lo que brindará certeza y seguridad jurídica a los impugnantes."
412,Electoral Justice,"Evaluar la realización de reformas necesarias para que la normativa incluya un sistema de medios de impugnación con mayor precisión, ya sea dentro del Código Electoral o a través de una nueva ley procesal electoral."
412,Electoral Justice,"Ampliar las capacidades institucionales del TSE para cumplir su función jurisdiccional, las cuales hoy son limitadas si se comparan con las que tiene en sus tareas de naturaleza administrativa."
412,Electoral Justice,"Analizar la posibilidad de una reforma legislativa en la cual se delimite de manera explícita las competencias del Tribunal Supremo Electoral y de la Sala de lo Constitucional en esta materia. En particular, sería conveniente introducir al sistema de justicia electoral un recurso específico para la defensa de los derechos políticos, el cual desarrolle y resuelva como instancia definitiva el Tribunal Supremo Electoral."
412,Electoral Organization,"Difundir y establecer el aula virtual como un elemento de formación permanente no solo de funcionarios electorales, sino también dedicado a la educación cívica-electoral. Esto con el fin de maximizar el uso de recursos y contribuir a la permanente construcción de una ciudadanía más participativa y mejor informada."
412,Electoral Organization,"Fortalecer las capacitaciones, para la etapa de escrutinio especial, con respecto a la toma de decisiones sobre actas con inconsistencias, las cuales pueden ser corregidas en las mesas por votación unánime o mayoría calificada (tres de cuatro miembros con voz y voto) y reforzar los elementos que permitan una fácil identificación y rol dentro de la mesa de cada uno de sus integrantes."
412,Electoral Organization,"Entregar con suficiente antelación el Instructivo para el Escrutinio final a los integrantes de las mesas; en los contenidos dedicar más espacio al desarrollo del proceso de escrutinio final que a los aspectos logísticos, así como incorporar parámetros para la resolución de eventualidades en las mesas, por ejemplo la sustitución de sus integrantes."
412,Electoral Organization,La Misión recomienda evaluar atribuciones que puedan fortalecer la figura de fiscal electoral el día de la jornada electoral.
412,Electoral Organization,Analizar el proceso de integración con el objeto de lograr un equilibrio representativo en la integración que favorezca la confianza ciudadana en la autoridad electoral.
412,Electoral Organization,"Evaluar los periodos para los que son electos los integrantes, y buscar que este proceso se efectúe de manera escalonada, evitando así la sustitución total en forma coincidente con el gobierno en turno."
412,Electoral Organization,"La Misión considera que las buenas prácticas señalan que en los órganos colegiados, la elección del presidente por votación entre sus pares y de manera rotativa, es conveniente y fortalece la institucionalidad."
412,Electoral Organization,"Establecer legalmente la obligación de que los partidos políticos provean al TSE un registro de afiliados actualizado con carácter periódico, algo que le permitiría cumplir a cabalidad con lo que estipula la normativa vigente."
412,Electoral Organization,"Entregar el TSE de manera directa las credenciales a los miembros capacitados de cada fuerza política, lo que dotaría de un mayor control sobre el funcionamiento de las JRV."
412,Electoral Organization,"Implementar un sistema (base de datos) que contenga la información de los ciudadanos capacitados, credenciales entregadas y la integración de cada una de las JRV en la jornada electoral."
412,Electoral Organization,Dotar de mayores responsabilidades y actividades regulares vinculantes a este tipo de figuras institucionales que fortalezcan su función.
412,Electoral Organization,Evaluar la creación de una comisión temporal para cada proceso electoral que contribuya a una gestión más eficiente de la información que proporciona el RNPN. Esto generará mayor confianza en el registro electoral.
412,Electoral Organization,"Establecer un cronograma general de actividades para el sistema TREP que permita realizar de manera escalonada y con tiempo suficiente las modificaciones al sistema, sin interrumpir o alterar etapas previamente establecidas."
412,Electoral Organization,Documentar los procedimientos de las diferentes actividades y etapas del proceso de transmisión de resultados. Esto con el fin de disminuir los riesgos asociados a la falta de documentación escrita sobre este tipo de sistemas y a la necesidad de unificar criterios para su ejecución. Esta recomendación también fue realizada en el 2018.
412,Electoral Organization,"Definir y socializar con los involucrados con tiempo suficiente criterios homogéneos que aseguren una rápida toma de decisiones y reduzcan la discrecionalidad de los miembros en el módulo de análisis, con lo que se busca se agilice el cómputo de los resultados preliminares."
412,Electoral Organization,Evaluar el diseño del acta de cierre y escrutinio para que incluya un campo con el total de ciudadanos inscritos en el padrón de cada JRV. Lo anterior permitiría validar que la totalidad de votantes no sobrepase ese valor con lo que se reduciría el número de inconsistencias en el procesamiento de las actas. La Misión considera que el diseño de los materiales electorales debe coordinarse con las áreas que los procesan y contemplar toda la información necesaria para llevar a cabo un control efectivo en cada fase del evento electoral.
412,Electoral Organization,"Considerar la implementación de un sistema de divulgación de resultados electorales que presente mejores condiciones. Para ello, es necesaria una evaluación de la infraestructura, procesos y mecanismos asociados al proceso de divulgación. De este modo, se aseguraría la presentación continua e ininterrumpida de los resultados publicados en Internet."
412,Electoral Organization,"Realizar pruebas de carga y concurrentes a los servidores de publicación, así como valorar la implementación de una infraestructura de múltiples plataformas de publicación externas que permitan que los resultados estén alojados en más de un lugar, acompañado de un algoritmo de distribución de carga que mitigue el congestionamiento en caso de que se produzca."
412,Electoral Organization,"Tomar acciones para ampliar el padrón de electores en el exterior, de manera que se garantice a un mayor número de salvadoreños el ejercicio de sus derechos fundamentales."
412,Electoral Organization,Reforzar las campañas informativas para que el elector conozca a detalle el proceso de votación desde el exterior.
412,Electoral Organization,"Que la votación para los casos de segunda vuelta se realice en los tiempos correspondientes y no de manera anticipada como se implementó para este proceso. De esta manera, la ciudadanía podrá votar por opciones efectivas y no sobre especulaciones."
412,Political Financing,"Evaluar la creación de un fondo de financiamiento público, no solo para las campañas, sino también para el sostenimiento de actividades ordinarias que consoliden la vida partidaria en El Salvador y aporten elementos de construcción de ciudadanía y cultura política."
412,Political Financing,Mejorar la fiscalización con el fortalecimiento de recursos humanos y financieros que permitan avanzar hacia un estadio en el que la rendición de cuentas se convierta en parte activa del proceso electoral.
412,Political Financing,"Avanzar en materia de transparencia y publicidad de la información sobre financiamiento en posesión de los reguladores. De igual manera, la Misión insta a estudiar la viabilidad de coordinar y/o fusionar los procesos de fiscalización en menos instancias, a fin de que se generen sinergias en la revisión de origen y destino de recursos públicos y privados."
412,Political Financing,"Tomar medidas que fortalezca a los tres distintos entes fiscalizadores. Tal como se señaló en los informes del 2015 y 2018, ya que carecen de recursos humanos y financieros para llevar a cabo un ejercicio exhaustivo."
412,Political Financing,Evaluar las políticas y criterios para la contratación de espacios privados en favor de una mayor equidad en la contienda.
415,Electoral Justice,"Desarrollar un mecanismo de impugnación claro, con plazos definidos y con instancias acotadas. Por ejemplo, que en primera instancia resuelva el propio TSE y, en segunda, que la Corte de Constitucionalidad conozca directamente del juicio de amparo. Lo anterior permitiría una justicia más pronta y especializada, que dote de mayor certeza al proceso comicial. Sobre el particular, también sería deseable rescatar la iniciativa de reforma del artículo 192 de la LEPP, en el sentido de que únicamente el tribunal constitucional conozca sobre aspectos jurídicos de control de constitucionalidad."
415,Electoral Justice,"Ponderar la posibilidad de reformar el referido artículo, a fin de establecer que, si el partido político por el que alcanzó la curul un diputado/a perdió su inscripción, esa persona pueda incorporarse a otro bloque legislativo y de esa manera permitir que pueda ejercer cargos dentro de los órganos del Congreso."
415,Electoral Justice,"Diseñar una metodología homogénea y un registro único para la adecuada tipificación, identificación y contabilización de eventos de conflictividad electoral. Se sugiere,asimismo, crear un registro oficial de los eventos de violencia electoral, que vaya más allá de las fuentes abiertas y al cual todas las agencias gubernamentales puedan tener acceso."
415,Electoral Organization,"Mejorar los canales de comunicación entre el TSE y los representantes de candidaturas y de partidos políticos, de manera que todos los actores relevantes puedan acceder oportunamente la información necesaria para fiscalizar las diversas etapas de preparación de las elecciones"
415,Electoral Organization,"Considerar el empadronamiento automático de todos los ciudadanos que obtienen su DPI, para simplificar y automatizar la inscripción en el registro electoral. Ello requiere una cooperación conjunta entre el RENAP y el TSE que, sin afectar la autonomía de sus competencias, facilite este procedimiento."
415,Electoral Organization,"Realizar una auditoría del padrón electoral, para determinar el grado de actualización y cobertura del mismo."
415,Electoral Organization,"Elaborar un plan de comunicación integral que permita al TSE informar sus decisiones de manera oportuna y efectiva, tanto en la etapa electoral como en períodos no electorales."
415,Electoral Organization,"Planificar la promoción y organización del voto en el extranjero con suficiente antelación, previendo tiempos apropiados para la ejecución de las diversas actividades."
415,Electoral Organization,"Establecer espacios de cooperación entre el TSE, el Ministerio de Relaciones Exteriores y las organizaciones de guatemaltecos en el extranjero, con el objetivo de generar sinergias que permitan un aumento en la participación electoral."
415,Electoral Technology,"Modificar el proceso de digitación de actas para que sea realizado de forma centralizada, es decir, que las imágenes sean enviadas al centro de cómputo nacional del TSE, y allí sean digitados los resultados. Ello dará mayor control y supervisión de este proceso al tribunal"
415,Electoral Technology,Incorporar el reconocimiento inteligente de caracteres (ICR) a la digitación. Lo anterior añade una interpretación automática de los resultados al proceso de digitación y disminuye así el tiempo y el esfuerzo humano en este proceso.
415,Gender,"Incorporar el mandato de posición para las listas, de forma que las mujeres candidatas sean colocadas en posiciones competitivas, en lugar de relegarse a los últimos puestos de la lista, donde tienen menos probabilidades de ser electas. Asimismo, incorporar provisiones para asegurar que las funcionarias electas deban ser reemplazadas por otra mujer, si por alguna causa o razón deben renunciar a su banca después de la elección."
415,Gender,Incorporar la variable étnica en el padrón electoral para contar con datos oficiales sobre su comportamiento electoral. Esto permitirá diseñar e implementar políticas públicas orientadas a la plena participación política de los pueblos indígenas en los procesos democráticos
414,Electoral Justice,"Avanzar en la redacción de la ley de carrera electoral, definiendo con claridad las causales para la remoción de los jueces y el procedimiento que debe seguirse a tal efecto."
414,Electoral Justice,"Incorporar a la normativa electoral los plazos para la presentación y resolución de impugnaciones a candidaturas. Se sugiere que esta etapa tenga lugar antes del inicio de la campaña a fin de que, antes de que los candidatos/as reciban financiamiento o inicien sus actividades proselitistas, sus candidaturas estén en firme."
414,Electoral Justice,Incorporar a la web del TE estadísticas sobre la tramitación y resolución de controversias como el número de asuntos recibidos y resueltos o el promedio de días de resolución para fortalecer los mecanismos de rendición de cuentas frente a la ciudadanía.
414,Electoral Justice,"Establecer un mecanismo de selección y nombramiento por concurso de jueces electorales de primera instancia, así como de los jueces de garantías, jueces de juicio y de cumplimiento, asegurando la autonomía de sus actuaciones respecto a las instancias de alzada. Se sugiere, además, definir el período de duración en el cargo para los jueces, así como los causales bajo los cuales se puede proceder a su remoción"
414,Electoral Justice,"Fortalecer los mecanismos de divulgación de la normativa electoral, de modo que la ciudadanía y los actores involucrados en la contienda cuenten con seguridad y certeza respecto del marco jurídico aplicable."
414,Electoral Justice,"Incrementar los recursos económicos con los que cuenta la fiscalía y profesionalizar a sus funcionarios. A tal fin, se recomienda considerar la implementación de una carrera judicial y ministerial especializada."
414,Electoral Justice,"Limitar los cambios en la reglamentación del proceso electoral, especialmente cuando estos se dan con poca anticipación a los comicios."
414,Electoral Justice,"Revisar los montos que se deben abonar para presentar demandas de nulidad, a fin de los ciudadanos que sientan afectados sus derechos puedan recurrir a la justicia electoral sin verse obstaculizados por los altos costos asociados al proceso"
414,Electoral Organization,Se recomienda estandarizar los procedimientos para el repliegue de actas y reforzar la supervisión de esta etapa del proceso.
414,Electoral Organization,"Considerar el desarrollo de aplicativos digitales que faciliten registro de apoyos y permita la captura de la imagen de las cédulas de los adherentes. Esto se debe complementar con el uso de programas informáticos que permiten contratar de manera digital las firmas recogidas, a fin de generar mayor confianza en la autenticidad de los apoyos recogidos."
414,Electoral Organization,"Cambiar la sede del edificio donde actualmente se realizan las tareas de armado de los paquetes electorales, por otro con una estructura más apropiada para el trabajo con los materiales sensibles del proceso."
414,Electoral Organization,"Mejorar la planificación de este procedimiento, poniendo especial atención en los tiempos de recolección firmas y en la capacitación del personal encargado de la revisión, seleccionando los perfiles adecuados y previendo suficiente tiempo para la formación de los convocados"
414,Electoral Organization,"En caso de continuar con el actual sistema de registro de apoyos en libros físicos, se recomienda revisar la regulación vigente y precisar los criterios que deberán servir de guía para reconocer la autenticidad de las firmas."
414,Electoral Organization,Revisar el diseño del programa de voto en hospitales para eliminar cualquier posibilidad de voto doble
414,Electoral Technology,Cubrir o remover cámara frontal de los equipos de voto electrónico con el objeto de garantizar la secrecía del voto
414,Electoral Technology,"Desarrollar una plataforma virtual a través de la cual la ciudadanía pudiera seguir en tiempo real el procesamiento de las actas durante el escrutinio oficial, y consultar los resultados para todos los niveles de elección."
414,Electoral Technology,"Implementar mecanismos de cifrado, para garantizar que la información contenida en los USB de las estaciones de voto electrónico no sea vulnerada."
414,Electoral Technology,"Proveer a todas las juntas de herramientas tecnológicas adecuadas para que puedan llevar adelante el escrutinio definitivo. Asimismo, con la finalidad de agilizar el escrutinio oficial, la Misión recomienda utilizar como insumo los resultados del TER: a fin de que no sea necesario cargar los datos de cada mesa desde cero, las juntas de escrutinio podrían tomar los datos del recuento extraoficial y contrastarlos con las actas en su poder, modificando únicamente los campos que presentan diferencias. Esto reduciría significativamente los tiempos del proceso."
414,Electoral Technology,"Implementar controles de identificación y autenticación (contraseñas, datos biométricos o token) para limitar el acceso a las memorias en las que se guardaron los votos emitidos desde el exterior"
414,Electoral Technology,"Implementar mecanismos para la identificación automatizada de las actas, a fin de evitar que un posible error humano en la digitación ocasione distorsiones en el escrutinio, se recomienda Se sugiere, específicamente, el uso de códigos QR."
414,Electoral Technology,Incorporar al sistema de voto por internet firmas digitales que permitan comprobar que los documentos que produce la plataforma (actas) son originales y no han sido modificados
414,Electoral Technology,"Se recomienda incorporar mecanismos de firma digital que permitan comprobar el origen de los archivos producidos por el sistema de voto electrónico (acta de cerización, actas parciales, acta de resultados consolidados), así como garantizar que estos no hayan sido alterados."
414,Electoral Technology,"A fin de reforzar la seguridad del sistema de voto por interne, se recomienda implementar medidas complementarias para controlar el acceso a esta plataforma. Se sugiere solicitar a al usuario que, junto con su clave personal, introduzca un código aleatorio, que el tribunal se encargue de enviar ya sea por correo o SMS."
414,Electoral Technology,"Revisar el diseño de la plataforma para la descarga de las bases de datos con los resultado de la elección, a fin de evitar demoras en el acceso y descarga de los archivos. Se sugiere, asimismo, mejorar el funcionamiento del visor de actas, para facilitar la búsqueda de los documentos."
414,Electoral Technology,"Modificar el formulario de solicitud de inscripción de voto por internet, de modo tal que los interesados deban registrar al menos tres medios a través de los cuales el ciudadano puedan ser contactados por el Tribunal."
414,Electoral Technology,Publicar en una página web de acceso irrestricto las imágenes de las actas de votación con el objeto de brindar mayores herramientas a la ciudadanía para controlar el proceso de votación
414,Electoral Technology,Se sugiere incorporar sellos o lacrados que aseguren que los dispositivos USB de los equipos de voto electrónico no puedan ser removidos durante la jornada de votación
414,Electoral Technology,"A fin de brindar confianza a todos los actores que participan de la contienda electoral, se sugiere establecer en la normativa la obligación de realizar una auditoría integral, que abarque tanto el software (código fuente), como el hardware (firmware y drivers) de la plataforma de voto electrónico, y que defina las medidas de seguridad que deben ser implementadas. Se sugiere, asimismo, reglamentar la realización de pruebas funcionales, en la que los partidos puedan conocer los distintos componentes del sistema y verificar el correcto funcionamiento de cada uno de ellos."
414,Electoral Technology,"Utilizar el lector de huella digital que forma parte de las estaciones de verificaciones para constatar la identidad del presidente de mesa y del técnico del Tribunal Electoral, encargados de activar los equipos"
414,Gender,"Apoyar y dar continuidad a la mesa de trabajo abierta por el TE y la INAMU, con el objetivo de avanzar en la elaboración de una normativa para prevenir, sancionar y erradicar la violencia contra las mujeres en la vida política"
414,Gender,"Eliminar la cláusula que permite a los partidos incumplir con el requisito de paridad en las listas y establecer un mandato de posición que otorgue mayores garantías a la igualdad de resultados. Se sugiere, además, establecer la alternancia en las listas de candidaturas a cargos titulares, a fin de evitar que las mujeres sean incluidas únicamente como suplentes. Esta disposición es fundamental a efectos de lograr una paridad real."
414,Gender,"Fortalecer la oficina de igualdad de género del Tribunal Electoral con personal entrenado y capacitado en la materia e incrementar los recursos financieros a su disposición. Se sugiere, además, ampliar el mandato de esta unidad, para que incorpore dentro de sus funciones la implementación de planes y programas que fomenten la participación política de las mujeres en todas las etapas del proceso electoral."
414,Gender,Implementar un sistema de monitoreo y control del cumplimiento efectivo de las acciones y programas que los partidos deben llevar adelante en materia de capacitación de mujeres. Resulta fundamental supervisar el contenido de los talleres de formación para asegurar que las participantes reciban una capacitación de calidad.
414,Media,"Ampliar la franja electoral de acceso gratuito en medios públicos para que esta tenga una duración de dos horas, todos los días, incluyendo fines de semana, con distribución equitativa de las candidaturas en los distintos horarios y no sólo en partes limitadas de la programación."
414,Media,Establecer un protocolo de monitoreo de redes sociales con criterios claros de funcionamiento y con la adopción de herramientas digitales para la recolección de información. Estas herramientas deben estar apoyadas en criterios textuales para determinar qué mensajes van a ser recolectados y con el consejo de un experto en lingüística que pueda garantizar un mejor análisis.
414,Media,"Procurar una interpretación de la prohibición de propaganda sucia en el sentido que maximice la protección de los derechos a la libertad de información y expresión de todo ciudadano, el cual debe tener incluso mayor garantía en el escenario de un proceso electoral."
414,Media,Permitir a los usuarios afectados por una orden de suspensión de contenido apelar tal decisión frente a una instancia jurisdiccional que ofrezca mayores garantías y pueda evaluar la medida a la luz de los estándares interamericanos en materia de libertad de expresión
414,Media,Establecer medidas de transparencia que permitan la difusión y el análisis público de las cifras de los casos tramitados de remoción de contenido en redes sociales tanto por violación de la normativa electoral como por infracción de las normas comunitarias de redes sociales.
414,Media,Reforzar mecanismos de seguimiento y verificación de implementación del pacto ético digital
414,Media,"Institucionalizar y reglar las medidas a implementar ante para el combate a bots y cuentas falsas en redes sociales, teniendo en cuenta que las acciones implementadas hasta el momento no se encuentran normadas"
414,Media,"Realizar un estudio para analizar el uso de la información personal de los usuarios de redes sociales, con vista a posibles aproximaciones regulatorias sobre la materia"
414,Media,Revisar la normativa vigente de modo que las decisions de remover contenido de las redes sociales se tome posterior a que una autoridad con competencia judicial determine la existencia de una infracción a la normatividad.
414,Media,"Ampliar la normatividad para que las autoridades tengan la obligación de reglamentar los debates electorales para candidatos a cargos subnacionales y legislativos, y garantizar espacios en medios públicos para su transmisión"
414,Media,"Revisar la normativa vigente a fines de eliminar ambigüedades que pudieran facilitar, por vía de la interpretación, la evasión de la prohibición de propaganda estatal en tiempos electorales"
414,Political Financing,Ajustar estos los formularios contables de rendición de cuenta las Normas Internacionales de Información Financiera (NIIF)
414,Political Financing,"Desarrollar mecanismos para verificar el contenido y alcance de las actividades financiadas con los fondos asignados a la formación de mujeres, y la efectividad de éstas para la promoción de la mujer como protagonista del escenario político."
414,Political Financing,"Documentar los procedimientos de fiscalización y auditoría de las campañas, estandarizándolos bajo normas internacionales. Se sugiere, asimismo, desarrollar mecanismos que permitan al órgano de control contar con información propia sobre los gastos de las campañas que pueda ser contrastada con lo reportado por los partidos."
414,Political Financing,"Establecer criterios específicos para la distribución del financiamiento público al interior de los partidos o, en su defecto, reservar un porcentaje de estos fondos para los candidatos a cargos subnacionales. Ello a fin de que los recursos no se concentren en las campañas presidenciales"
414,Political Financing,"La MOE recomienda establecer la obligación de entregar reportes de gastos parciales antes del día de la elección, con el objeto de permitir a la autoridad electoral ejercer su función de control durante la campaña,"
414,Political Financing,"Establecer nuevos topes a los gastos de campaña a partir de estudios técnicos, que permitan la actualización de los montos de forma permanente, teniendo como línea base un índice de costos de las campañas electorales (ICCE) que contemple múltiples factores, tales como propaganda política en medios, vallas publicitarias, propaganda impresa, gastos de campaña, valores de referencia de precios, etc"
414,Political Financing,"Establecer sanciones más estrictas para quienes violan la normativa en materia de financiamiento, de tal suerte que sea realmente persuasivo ante la comisión de la falta. Se recomienda establecer causales de agravación y atenuación de la sanción, conforme a la circunscripción, reincidencia y culpabilidad del penalizado"
414,Political Financing,"Establecer una herramienta tecnológica que facilite la presentación de los informes financieros de las campañas y que permita, a la ciudadanía y a las autoridades, realizar un seguimiento en tiempo real de los gastos de los candidatos"
414,Political Financing,"Revisar la forma en que se distribuyen los fondos públicos para las campañas, a fin de generar condiciones más equitativas entre las candidaturas de libre postulación y las partidarias"
414,Political Financing,Establecer una fórmula de distribución de los fondos asignados a las candidaturas independientes que combine la cantidad de adherentes con el tamaño de la circunscripción a la cual se aspira.
414,Under Represented Groups,"Aumentar la información, material técnico y papelería electoral en lenguas originarias"
414,Under Represented Groups,"Elaborar campañas informativas que, a través de spots, cuñas radiales, y videos en lenguas indígenas, den a conocer los cargos que se eligen y las funciones asociadas a cada uno."
414,Under Represented Groups,Realizar un estudio profundo para comprender las posibles causas de la brecha de participación entre la población indígena y el resto de la ciudadanía y diseñar programas para combatir el ausentismo
414,Under Represented Groups,Incorporar la variable étnica al padrón electoral a fin de contar con la información necesaria para perfeccionar las políticas de registro y cedulación de las poblaciones indígenas y afrodescendientes.
414,Under Represented Groups,Reglamentar la participación de los Bukodei y otras autoridades indígenas en la resolución de los conflictos que puedan surgir durante la jornada electoral
427,Electoral Justice,"Publicar en los portales de internet todas las resoluciones de los órganos jurisdiccionales, en forma sistematizada y de fácil acceso, a través de buscadores. Se sugiere, asimismo, establecer sistemas de control de expedientes e información sobre los diversos medios de impugnación, que permitan generar reportes y estadística."
427,Electoral Justice,"Los jueces electorales son nombrados temporalmente de una lista de jueces comunes presentada por el Consejo de la Magistratura. Se sugiere reconsiderar el esquema vigente, de manera tal que el juzgamiento de las faltas electorales recaiga en órganos creados al efecto y especializados en la materia"
427,Electoral Justice,"Reflexionar sobre la creación de una fiscalía especializada en delitos electorales, con el mandato de perseguir, investigar y prevenir estos hechos."
427,"Electoral Justice, Media","Frente a contravenciones de la normativa en materia de propaganda electoral, la ley electoral le otorga potestades al TSE para establecer por reglamento multas y sanciones además de las señaladas en el cuerpo de la norma. Se sugiere eliminar esta facultad, de manera tal que las penalidades por incumplimiento de la ley electoral sean únicamente las expresamente previstas en la ley."
427,"Electoral Justice, Political and Legal Systems","Considerar una reforma para hacer depositar las funciones administrativas y jurisdiccionales en órganos diversos, ambos dentro del propio OEP, para evitar que un mismo cuerpo organice y juzgue el proceso."
427,"Electoral Justice, Political and Legal Systems","Considerar una reforma legal que haga posible que todas las actividades y resoluciones del proceso, incluyendo el cómputo, estén sujetas a control vía impugnaciones. En específico, se sugiere considerar la posibilidad de que el órgano judicial pueda, en un caso extremo, por violaciones que lo justifiquen, incluso, ordenar el recuento de votos o anular los comicios."
427,Electoral Organization,"La MOE/OEA recomienda que el TSE concentre la producción y expedición de las acreditaciones de delegados partidarios para lograr un proceso ordenado y uniforme que facilite la identificación de los representantes de los partidos en las mesas. La Misión sugiere, asimismo, que el TSE cuente con un registro de los delegados."
427,Electoral Organization,La Misión sugiere realizar los cálculos presupuestarios con base en las actividades operativas programadas para el proceso electoral que debe llevarse adelante y no en función de pasados comicios
427,Electoral Organization,Reforzar la capacitación de los funcionarios electorales para garantizar el pleno conocimiento de los protocolos de distribución y custodio de los materiales.
427,Electoral Organization,"Realizar las jornadas de capacitación por etapas y con la antelación necesaria para monitorear el alcance de estas. Asimismo, se sugiere que la asistencia a las capacitaciones sea un requisito para integrar las mesas de votación. Se recomienda, asimismo, desarrollar acciones para evaluar la efectividad de las capacitaciones no presenciales, procurando garantizar un mínimo de conocimientos sobre las responsabilidades y tareas de la función. Se sugiere, además, considerar la posibilidad de ofrecer incentivos a los jurados que participen de las capacitaciones."
427,Electoral Organization,"Iniciar con mayor antelación el proceso de notificación y capacitación de jurados y notarios electorales en el exterior, a efecto de que la autoridad electoral cuente con tiempo para generar planes de contingencia y de refuerzo de la capacitación."
427,Electoral Organization,"Reforzar la difusión del padrón de personas inhabilitadas en el padrón, y los plazos y mecanismos de solicitud de rehabilitación, así como extender los periodos en los que se permite solicitarla, para garantizar que son de pleno conocimiento de la ciudadanía boliviana residente en el exterior. Se sugiere, asimismo, aprovechar las bases de datos de registro de trámites que gestionan las representaciones consulares, con datos de personas residentes en el exterior que se acercan a los consulados para realizar diferentes gestiones, para promocionar el empadronamiento de las y los residentes en el exterior."
427,Electoral Organization,Realizar la difusión de cambios de recinto con el tiempo suficiente y por los medios adecuados para que el elector conozca su lugar de votación con antelación.
427,Electoral Organization,"Habilitar un portal exclusivo para el voto de los bolivianos en el exterior, que permita brindar información continua, oportuna y actualizada sobre el proceso electoral, incluyendo todo lo relativo a la ubicación de los recintos de votación"
427,Electoral Organization,"Garantizar que los plazos definidos en los reglamentos internos para procedimientos administrativos, tales como la compra directa de bienes y servicios, se ajusten a los tiempos propios del proceso electoral."
427,Electoral Organization,Continuar con el proceso de saneamiento del padrón electoral y con los esfuerzos por comunicar sus resultados a los partidos y a la ciudadanía.
427,Electoral Organization,Continuar con la selección del personal que ocupará cargos vacantes en el órgano electoral con base en sus capacidades técnicas y teniendo en cuenta experiencia y área de especialización
427,Electoral Organization,Rediseñar el sistema de monitoreo de manera tal que la autoridad electoral pueda contar con datos en tiempo real sobre los aspectos centrales del desarrollo de la jornada electoral.
427,"Electoral Organization, Electoral Technology",Diseñar un mecanismo que garantice que las actas originales del voto en el exterior lleguen oportunamente a Bolivia para ser incorporadas en el cómputo definitivo.
427,"Electoral Organization, Gender","Establecer un calendario que permita contar con listas finales de candidaturas con mayor antelación a la jornada electoral. Ello facilitará el control del cumplimiento de la paridad y la sanción de las agrupaciones que se encuentren en falta. Además, favorecerá el conocimiento de las candidaturas por parte de la ciudadanía."
427,Electoral Technology,"Implementar un mecanismo de monitoreo que permita conocer que los notarios activos (se han podido conectar), notarios inactivos (no se han podido conectar), así como porcentajes de actas transmitidas y actas que faltan transmitir."
427,Electoral Technology,"Definir un plazo razonable para el diseño y desarrollo de las plataformas que vayan a ser utilizadas para la transmisión y difusión de resultados. Se sugiere, asimismo, planificar con un máximo nivel de detalle todas las actividades relacionadas con la preparación, prueba y ejecución de cada uno de los módulos de estos sistemas. Se recomienda trabajar con una línea de tiempo definida, que contemple la necesidad de realizar ajustes en las distintas etapas."
427,Electoral Technology,Incorporar técnicas de digitación anónima tanto para el cómputo oficial como para el procesamiento de resultados preliminares
427,Electoral Technology,"La MOE/OEA constató que un porcentaje elevado de actas que se transmitieron fueron observadas por los digitadores y, por lo tanto, excluidas del flujo de procesamiento de resultados. Se sugiere realizar una reingeniería del flujo de procesamientos de actas y eliminar la funcionalidad concedida a los operadores de transcripción para excluir/observar actas. Se recomienda trasladar esta responsabilidad a la fase de Control de Calidad, de modo que sean supervisores calificados quienes determinen qué acta debe ser observada."
427,Electoral Technology,"Proveer de equipos celulares a los funcionarios encargados de la transmisión de los resultados desde los recintos, y asegurarse de que estos equipos cuenten con las características necesarias para ejecutar la aplicación de transmisión. En el caso de utilizar teléfonos que no son propiedad del órgano electoral, se requiere de un análisis muy detallado de sus características y funcionalidades. Resulta fundamental considerar la línea base (o contingencia) de configuración de los dispositivos a emplear."
427,Electoral Technology,"La MOE/OEA observó que durante el simulacro de la transmisión de resultados preliminares no se contó con una mesa de ayuda que prestara colaboración en la atención de los problemas identificados. Se sugiere que, al momento de planificar este sistema, se prevea contar con una mesa de ayuda que pueda asistir en la resolución de imprevistos e incidentes."
427,Electoral Technology,"La Misión recibió denuncias respecto de la existencia de mesas en las que un solo partido habría obtenido por encima del 90% de los votos, llegando en algunos casos al 100%. Este fenómeno no es nuevo en Bolivia y debe ser analizado de cara a futuros procesos electorales. Teniendo en cuenta la desconfianza generada por las suspendidas elecciones de 2019 y los desafíos enfrentados en el proceso de 2020, se recomienda considerar la realización de una auditoría de riesgo previa a la elección, así como una auditoría independiente sobre los resultados. Estos mecanismos contribuirán a dar certeza a futuros procesos electorales."
427,Electoral Technology,Garantizar que todas las imágenes de actas que ingresen al sistema cuenten con metadata que permita su trazabilidad.
427,Electoral Technology,"Planificar pruebas del sistema de transmisión con el tiempo suficiente para corregir eventuales vulnerabilidades. La MOE/OEA recomienda realizar test de software y de hardware, así como disponer de un mecanismo eficaz de test de penetración, análisis de vulnerabilidades y análisis de denegación de servicio."
427,Electoral Technology,"Implementar un mecanismo sistematizado de documentación de proyectos a gran escala, que permita llevar una bitácora de los eventos e incidentes que tienen lugar durante el diseño, prueba y ejecución de las plataformas de transmisión de resultados."
